session_id,cinema_name,movie_name,session_date,start_time,tickets_sold,max_capacity,occupancy_rate
2413,Hoyts - Bankstown,Rampage,2018-04-21,14:30,38,200,0.19
2414,Hoyts - Bankstown,Rampage,2018-04-21,19:00,13,375,0.034666666666666665
2415,Hoyts - Bankstown,Rampage,2018-04-22,13:45,22,400,0.055
2416,Hoyts - Bankstown,Rampage,2018-04-22,19:30,11,375,0.029333333333333333
2417,Hoyts - Bankstown,Rampage,2018-04-22,21:30,145,300,0.4833333333333333
2418,Hoyts - Bankstown,Rampage,2018-04-23,11:30,124,275,0.4509090909090909
2419,Hoyts - Bankstown,Rampage,2018-04-23,12:30,26,400,0.065
2420,Hoyts - Bankstown,Rampage,2018-04-23,19:45,16,400,0.04
2421,Hoyts - Bankstown,Rampage,2018-04-24,12:30,11,375,0.029333333333333333
2422,Hoyts - Bankstown,Rampage,2018-04-24,14:30,84,225,0.37333333333333335
2423,Hoyts - Bankstown,Rampage,2018-04-24,20:30,59,200,0.295
2424,Hoyts - Bankstown,Rampage,2018-04-25,16:00,15,400,0.0375
2425,Hoyts - Bankstown,Rampage,2018-04-25,19:00,91,250,0.364
2426,Hoyts - Bankstown,Rampage,2018-04-25,21:30,50,200,0.25
2427,Hoyts - Bankstown,Rampage,2018-04-26,14:45,39,200,0.195
2428,Hoyts - Bankstown,Rampage,2018-04-26,19:00,29,175,0.1657142857142857
2429,Hoyts - Bankstown,Rampage,2018-04-26,19:45,16,400,0.04
2430,Hoyts - Bankstown,Rampage,2018-04-27,13:15,88,250,0.35200000000000004
2431,Hoyts - Bankstown,Rampage,2018-04-27,16:00,18,400,0.045
2432,Hoyts - Bankstown,Rampage,2018-04-27,17:30,79,225,0.3511111111111111
2433,Hoyts - Bankstown,Rampage,2018-04-28,13:45,9,375,0.024
2434,Hoyts - Bankstown,Rampage,2018-04-28,16:00,33,175,0.18857142857142856
2435,Hoyts - Bankstown,Rampage,2018-04-28,20:00,7,375,0.018666666666666668
2436,Hoyts - Bankstown,Rampage,2018-04-29,10:30,88,250,0.35200000000000004
2437,Hoyts - Bankstown,Rampage,2018-04-29,13:15,40,200,0.2
2438,Hoyts - Bankstown,Rampage,2018-04-29,19:00,7,375,0.018666666666666668
2439,Hoyts - Bankstown,Rampage,2018-04-30,11:30,281,400,0.7025
2440,Hoyts - Bankstown,Rampage,2018-04-30,14:45,116,275,0.4218181818181818
2441,Hoyts - Bankstown,Rampage,2018-04-30,16:00,20,400,0.05
2442,Hoyts - Bankstown,Rampage,2018-05-02,14:45,45,200,0.225
2443,Hoyts - Bankstown,Rampage,2018-05-02,19:45,67,225,0.2977777777777777
2444,Hoyts - Bankstown,Rampage,2018-05-02,20:30,51,200,0.255
2445,Hoyts - Bankstown,Rampage,2018-05-04,17:30,13,375,0.034666666666666665
2446,Hoyts - Bankstown,Rampage,2018-05-04,19:45,106,250,0.424
2447,Hoyts - Bankstown,Rampage,2018-05-05,14:45,24,400,0.06
2448,Hoyts - Bankstown,Rampage,2018-05-05,21:30,16,400,0.04
2449,Hoyts - Bankstown,Rampage,2018-05-06,14:30,18,400,0.045
2450,Hoyts - Bankstown,Rampage,2018-05-06,17:30,174,325,0.5353846153846153
2451,Hoyts - Bankstown,Avengers: Infinity War,2018-04-23,11:30,2,375,0.005333333333333333
2452,Hoyts - Bankstown,Avengers: Infinity War,2018-04-23,14:45,14,375,0.037333333333333336
2453,Hoyts - Bankstown,Avengers: Infinity War,2018-04-23,20:30,148,300,0.4933333333333334
2454,Hoyts - Bankstown,Avengers: Infinity War,2018-04-23,21:30,143,300,0.4766666666666667
2455,Hoyts - Bankstown,Avengers: Infinity War,2018-04-24,13:15,2,375,0.005333333333333333
2456,Hoyts - Bankstown,Avengers: Infinity War,2018-04-24,14:45,37,200,0.185
2457,Hoyts - Bankstown,Avengers: Infinity War,2018-04-24,20:00,74,225,0.3288888888888889
2458,Hoyts - Bankstown,Avengers: Infinity War,2018-04-24,21:00,20,400,0.05
2459,Hoyts - Bankstown,Avengers: Infinity War,2018-04-25,12:30,100,250,0.4
2460,Hoyts - Bankstown,Avengers: Infinity War,2018-04-25,13:15,60,200,0.3
2461,Hoyts - Bankstown,Avengers: Infinity War,2018-04-25,13:45,16,400,0.04
2462,Hoyts - Bankstown,Avengers: Infinity War,2018-04-25,17:30,181,325,0.5569230769230771
2463,Hoyts - Bankstown,Avengers: Infinity War,2018-04-26,11:30,2,375,0.005333333333333333
2464,Hoyts - Bankstown,Avengers: Infinity War,2018-04-26,12:30,243,400,0.6075
2465,Hoyts - Bankstown,Avengers: Infinity War,2018-04-26,15:30,22,400,0.055
2466,Hoyts - Bankstown,Avengers: Infinity War,2018-04-26,19:00,6,375,0.016
2467,Hoyts - Bankstown,Avengers: Infinity War,2018-04-27,13:15,140,300,0.4666666666666667
2468,Hoyts - Bankstown,Avengers: Infinity War,2018-04-27,15:30,35,175,0.2
2469,Hoyts - Bankstown,Avengers: Infinity War,2018-04-27,19:45,5,375,0.013333333333333334
2470,Hoyts - Bankstown,Avengers: Infinity War,2018-04-27,20:30,8,375,0.021333333333333333
2471,Hoyts - Bankstown,Avengers: Infinity War,2018-04-28,13:45,9,375,0.024
2472,Hoyts - Bankstown,Avengers: Infinity War,2018-04-28,17:30,71,225,0.31555555555555553
2473,Hoyts - Bankstown,Avengers: Infinity War,2018-04-28,18:30,53,200,0.265
2474,Hoyts - Bankstown,Avengers: Infinity War,2018-04-28,21:30,192,350,0.5485714285714286
2475,Hoyts - Bankstown,Avengers: Infinity War,2018-04-29,17:30,129,275,0.4690909090909091
2476,Hoyts - Bankstown,Avengers: Infinity War,2018-04-29,18:15,50,200,0.25
2477,Hoyts - Bankstown,Avengers: Infinity War,2018-04-29,19:30,70,225,0.3111111111111111
2478,Hoyts - Bankstown,Avengers: Infinity War,2018-04-29,21:30,10,375,0.02666666666666667
2479,Hoyts - Bankstown,Avengers: Infinity War,2018-04-30,10:30,91,250,0.364
2480,Hoyts - Bankstown,Avengers: Infinity War,2018-04-30,11:30,39,200,0.195
2481,Hoyts - Bankstown,Avengers: Infinity War,2018-04-30,21:00,14,375,0.037333333333333336
2482,Hoyts - Bankstown,Avengers: Infinity War,2018-05-01,15:30,10,375,0.02666666666666667
2483,Hoyts - Bankstown,Avengers: Infinity War,2018-05-01,16:00,56,200,0.28
2484,Hoyts - Bankstown,Avengers: Infinity War,2018-05-01,19:00,83,225,0.3688888888888889
2485,Hoyts - Bankstown,Avengers: Infinity War,2018-05-02,13:15,6,375,0.016
2486,Hoyts - Bankstown,Avengers: Infinity War,2018-05-02,15:30,27,175,0.15428571428571428
2487,Hoyts - Bankstown,Avengers: Infinity War,2018-05-02,18:15,29,175,0.1657142857142857
2488,Hoyts - Bankstown,Avengers: Infinity War,2018-05-03,14:30,80,225,0.3555555555555556
2489,Hoyts - Bankstown,Avengers: Infinity War,2018-05-03,18:15,354,375,0.9440000000000001
2490,Hoyts - Bankstown,Avengers: Infinity War,2018-05-03,21:30,52,200,0.26
2491,Hoyts - Bankstown,Avengers: Infinity War,2018-05-04,18:30,46,200,0.23
2492,Hoyts - Bankstown,Avengers: Infinity War,2018-05-04,21:00,67,225,0.2977777777777777
2493,Hoyts - Bankstown,Avengers: Infinity War,2018-05-04,21:30,258,375,0.688
2494,Hoyts - Bankstown,Avengers: Infinity War,2018-05-05,12:30,103,250,0.41200000000000003
2495,Hoyts - Bankstown,Avengers: Infinity War,2018-05-05,20:00,143,300,0.4766666666666667
2496,Hoyts - Bankstown,Avengers: Infinity War,2018-05-05,20:30,9,375,0.024
2497,Hoyts - Bankstown,Avengers: Infinity War,2018-05-06,13:45,73,225,0.3244444444444444
2498,Hoyts - Bankstown,Avengers: Infinity War,2018-05-06,19:00,20,400,0.05
2499,Hoyts - Bankstown,Avengers: Infinity War,2018-05-06,21:00,12,375,0.032
2500,Hoyts - Bankstown,Avengers: Infinity War,2018-05-07,17:30,220,375,0.5866666666666667
2501,Hoyts - Bankstown,Avengers: Infinity War,2018-05-07,18:15,55,200,0.275
2502,Hoyts - Bankstown,Avengers: Infinity War,2018-05-07,20:30,57,200,0.285
2503,Hoyts - Bankstown,Avengers: Infinity War,2018-05-08,13:45,47,200,0.235
2504,Hoyts - Bankstown,Avengers: Infinity War,2018-05-08,14:45,8,375,0.021333333333333333
2505,Hoyts - Bankstown,Avengers: Infinity War,2018-05-08,16:00,55,200,0.275
2506,Hoyts - Bankstown,Avengers: Infinity War,2018-05-10,13:15,223,375,0.5946666666666667
2507,Hoyts - Bankstown,Avengers: Infinity War,2018-05-10,17:30,26,400,0.065
2508,Hoyts - Bankstown,Avengers: Infinity War,2018-05-10,21:00,13,375,0.034666666666666665
2509,Hoyts - Bankstown,Avengers: Infinity War,2018-05-11,11:30,96,250,0.384
2510,Hoyts - Bankstown,Avengers: Infinity War,2018-05-11,12:30,84,225,0.37333333333333335
2511,Hoyts - Bankstown,Avengers: Infinity War,2018-05-11,19:30,72,225,0.32
2512,Hoyts - Bankstown,Avengers: Infinity War,2018-05-12,14:45,68,225,0.3022222222222222
2513,Hoyts - Bankstown,Avengers: Infinity War,2018-05-12,15:30,81,225,0.36
2514,Hoyts - Bankstown,Avengers: Infinity War,2018-05-12,17:30,7,375,0.018666666666666668
2515,Hoyts - Bankstown,Avengers: Infinity War,2018-05-14,14:45,50,200,0.25
2516,Hoyts - Bankstown,Avengers: Infinity War,2018-05-14,16:00,11,375,0.029333333333333333
2517,Hoyts - Bankstown,Avengers: Infinity War,2018-05-18,18:30,94,250,0.376
2518,Hoyts - Bankstown,Avengers: Infinity War,2018-05-18,21:00,5,375,0.013333333333333334
2519,Hoyts - Bankstown,Avengers: Infinity War,2018-05-20,14:45,279,400,0.6975
2520,Hoyts - Bankstown,Avengers: Infinity War,2018-05-20,19:30,16,400,0.04
2521,Hoyts - Bankstown,Deadpool 2,2018-05-10,13:45,75,225,0.3333333333333333
2522,Hoyts - Bankstown,Deadpool 2,2018-05-10,19:00,18,400,0.045
2523,Hoyts - Bankstown,Deadpool 2,2018-05-10,19:45,49,200,0.245
2524,Hoyts - Bankstown,Deadpool 2,2018-05-10,21:00,9,375,0.024
2525,Hoyts - Bankstown,Deadpool 2,2018-05-11,13:15,46,200,0.23
2526,Hoyts - Bankstown,Deadpool 2,2018-05-11,14:45,141,300,0.47
2527,Hoyts - Bankstown,Deadpool 2,2018-05-11,18:30,18,400,0.045
2528,Hoyts - Bankstown,Deadpool 2,2018-05-11,19:00,7,375,0.018666666666666668
2529,Hoyts - Bankstown,Deadpool 2,2018-05-12,13:15,53,200,0.265
2530,Hoyts - Bankstown,Deadpool 2,2018-05-12,17:30,2,375,0.005333333333333333
2531,Hoyts - Bankstown,Deadpool 2,2018-05-12,18:15,13,375,0.034666666666666665
2532,Hoyts - Bankstown,Deadpool 2,2018-05-12,19:00,18,400,0.045
2533,Hoyts - Bankstown,Deadpool 2,2018-05-13,14:45,11,375,0.029333333333333333
2534,Hoyts - Bankstown,Deadpool 2,2018-05-13,16:00,144,300,0.48
2535,Hoyts - Bankstown,Deadpool 2,2018-05-13,20:30,129,275,0.4690909090909091
2536,Hoyts - Bankstown,Deadpool 2,2018-05-13,21:30,8,375,0.021333333333333333
2537,Hoyts - Bankstown,Deadpool 2,2018-05-14,15:30,80,225,0.3555555555555556
2538,Hoyts - Bankstown,Deadpool 2,2018-05-14,16:00,157,300,0.5233333333333333
2539,Hoyts - Bankstown,Deadpool 2,2018-05-14,16:15,6,375,0.016
2540,Hoyts - Bankstown,Deadpool 2,2018-05-14,21:30,184,325,0.5661538461538461
2541,Hoyts - Bankstown,Deadpool 2,2018-05-15,10:30,19,400,0.0475
2542,Hoyts - Bankstown,Deadpool 2,2018-05-15,14:30,9,375,0.024
2543,Hoyts - Bankstown,Deadpool 2,2018-05-15,14:45,233,375,0.6213333333333333
2544,Hoyts - Bankstown,Deadpool 2,2018-05-15,18:15,151,300,0.5033333333333333
2545,Hoyts - Bankstown,Deadpool 2,2018-05-16,13:45,4,375,0.010666666666666666
2546,Hoyts - Bankstown,Deadpool 2,2018-05-16,14:45,10,375,0.02666666666666667
2547,Hoyts - Bankstown,Deadpool 2,2018-05-16,18:15,8,375,0.021333333333333333
2548,Hoyts - Bankstown,Deadpool 2,2018-05-16,19:45,114,275,0.41454545454545455
2549,Hoyts - Bankstown,Deadpool 2,2018-05-17,12:30,129,275,0.4690909090909091
2550,Hoyts - Bankstown,Deadpool 2,2018-05-17,19:30,91,250,0.364
2551,Hoyts - Bankstown,Deadpool 2,2018-05-17,21:00,87,250,0.348
2552,Hoyts - Bankstown,Deadpool 2,2018-05-18,14:30,49,200,0.245
2553,Hoyts - Bankstown,Deadpool 2,2018-05-18,15:30,4,375,0.010666666666666666
2554,Hoyts - Bankstown,Deadpool 2,2018-05-18,19:00,221,375,0.5893333333333334
2555,Hoyts - Bankstown,Deadpool 2,2018-05-19,12:30,40,200,0.2
2556,Hoyts - Bankstown,Deadpool 2,2018-05-19,16:00,103,250,0.41200000000000003
2557,Hoyts - Bankstown,Deadpool 2,2018-05-19,19:00,81,225,0.36
2558,Hoyts - Bankstown,Deadpool 2,2018-05-20,19:30,54,200,0.27
2559,Hoyts - Bankstown,Deadpool 2,2018-05-20,19:45,66,225,0.2933333333333333
2560,Hoyts - Bankstown,Deadpool 2,2018-05-20,20:00,44,200,0.22
2561,Hoyts - Bankstown,Deadpool 2,2018-05-21,10:30,23,400,0.0575
2562,Hoyts - Bankstown,Deadpool 2,2018-05-21,14:30,12,375,0.032
2563,Hoyts - Bankstown,Deadpool 2,2018-05-21,19:00,216,375,0.5760000000000001
2564,Hoyts - Bankstown,Deadpool 2,2018-05-22,12:30,192,350,0.5485714285714286
2565,Hoyts - Bankstown,Deadpool 2,2018-05-22,13:45,70,225,0.3111111111111111
2566,Hoyts - Bankstown,Deadpool 2,2018-05-22,14:45,149,300,0.4966666666666666
2567,Hoyts - Bankstown,Deadpool 2,2018-05-23,18:15,43,200,0.215
2568,Hoyts - Bankstown,Deadpool 2,2018-05-23,18:30,234,375,0.624
2569,Hoyts - Bankstown,Deadpool 2,2018-05-23,21:00,12,375,0.032
2570,Hoyts - Bankstown,Deadpool 2,2018-05-24,10:30,54,200,0.27
2571,Hoyts - Bankstown,Deadpool 2,2018-05-24,13:45,59,200,0.295
2572,Hoyts - Bankstown,Deadpool 2,2018-05-24,20:00,57,200,0.285
2573,Hoyts - Bankstown,Deadpool 2,2018-05-25,13:15,211,350,0.6028571428571429
2574,Hoyts - Bankstown,Deadpool 2,2018-05-25,19:30,9,375,0.024
2575,Hoyts - Bankstown,Deadpool 2,2018-05-25,20:30,110,250,0.44
2576,Hoyts - Bankstown,Deadpool 2,2018-05-26,10:30,26,400,0.065
2577,Hoyts - Bankstown,Deadpool 2,2018-05-26,17:30,33,175,0.18857142857142856
2578,Hoyts - Bankstown,Deadpool 2,2018-05-26,20:00,9,375,0.024
2579,Hoyts - Bankstown,Deadpool 2,2018-05-28,11:30,49,200,0.245
2580,Hoyts - Bankstown,Deadpool 2,2018-05-28,14:45,15,400,0.0375
2581,Hoyts - Bankstown,Deadpool 2,2018-05-28,15:30,46,200,0.23
2582,Hoyts - Bankstown,Deadpool 2,2018-05-29,14:30,108,250,0.43200000000000005
2583,Hoyts - Bankstown,Deadpool 2,2018-05-29,19:00,10,375,0.02666666666666667
2584,Hoyts - Bankstown,Deadpool 2,2018-05-29,19:45,20,400,0.05
2585,Hoyts - Bankstown,Deadpool 2,2018-05-31,16:00,12,375,0.032
2586,Hoyts - Bankstown,Deadpool 2,2018-05-31,20:00,288,375,0.768
2587,Hoyts - Bankstown,Deadpool 2,2018-06-01,17:30,12,375,0.032
2588,Hoyts - Bankstown,Deadpool 2,2018-06-01,20:00,16,400,0.04
2589,Hoyts - Bankstown,Deadpool 2,2018-06-03,14:30,13,375,0.034666666666666665
2590,Hoyts - Bankstown,Deadpool 2,2018-06-03,18:15,51,200,0.255
2591,Hoyts - Bankstown,The Kissing Booth,2018-05-18,13:15,131,275,0.4763636363636364
2592,Hoyts - Bankstown,The Kissing Booth,2018-05-18,18:30,12,375,0.032
2593,Hoyts - Bankstown,The Kissing Booth,2018-05-18,19:00,6,375,0.016
2594,Hoyts - Bankstown,The Kissing Booth,2018-05-18,19:45,64,225,0.28444444444444444
2595,Hoyts - Bankstown,The Kissing Booth,2018-05-19,14:30,9,375,0.024
2596,Hoyts - Bankstown,The Kissing Booth,2018-05-19,15:30,77,225,0.3422222222222222
2597,Hoyts - Bankstown,The Kissing Booth,2018-05-19,19:30,51,200,0.255
2598,Hoyts - Bankstown,The Kissing Booth,2018-05-19,19:45,127,275,0.4618181818181818
2599,Hoyts - Bankstown,The Kissing Booth,2018-05-20,14:45,32,175,0.18285714285714288
2600,Hoyts - Bankstown,The Kissing Booth,2018-05-20,16:00,7,375,0.018666666666666668
2601,Hoyts - Bankstown,The Kissing Booth,2018-05-20,19:00,373,400,0.9325
2602,Hoyts - Bankstown,The Kissing Booth,2018-05-20,19:30,7,375,0.018666666666666668
2603,Hoyts - Bankstown,The Kissing Booth,2018-05-21,13:45,30,175,0.17142857142857146
2604,Hoyts - Bankstown,The Kissing Booth,2018-05-21,14:30,27,175,0.15428571428571428
2605,Hoyts - Bankstown,The Kissing Booth,2018-05-21,16:00,8,375,0.021333333333333333
2606,Hoyts - Bankstown,The Kissing Booth,2018-05-21,20:30,10,375,0.02666666666666667
2607,Hoyts - Bankstown,The Kissing Booth,2018-05-22,14:30,259,375,0.6906666666666667
2608,Hoyts - Bankstown,The Kissing Booth,2018-05-22,14:45,32,175,0.18285714285714288
2609,Hoyts - Bankstown,The Kissing Booth,2018-05-22,17:30,56,200,0.28
2610,Hoyts - Bankstown,The Kissing Booth,2018-05-22,19:00,7,375,0.018666666666666668
2611,Hoyts - Bankstown,The Kissing Booth,2018-05-23,13:45,10,375,0.02666666666666667
2612,Hoyts - Bankstown,The Kissing Booth,2018-05-23,15:30,55,200,0.275
2613,Hoyts - Bankstown,The Kissing Booth,2018-05-23,16:00,145,300,0.4833333333333333
2614,Hoyts - Bankstown,The Kissing Booth,2018-05-23,20:00,102,250,0.408
2615,Hoyts - Bankstown,The Kissing Booth,2018-05-24,13:15,147,300,0.49
2616,Hoyts - Bankstown,The Kissing Booth,2018-05-24,17:30,102,250,0.408
2617,Hoyts - Bankstown,The Kissing Booth,2018-05-24,18:15,247,400,0.6175
2618,Hoyts - Bankstown,The Kissing Booth,2018-05-24,19:45,10,375,0.02666666666666667
2619,Hoyts - Bankstown,The Kissing Booth,2018-05-25,14:45,219,375,0.584
2620,Hoyts - Bankstown,The Kissing Booth,2018-05-25,18:30,4,375,0.010666666666666666
2621,Hoyts - Bankstown,The Kissing Booth,2018-05-25,19:45,12,375,0.032
2622,Hoyts - Bankstown,The Kissing Booth,2018-05-26,14:45,95,250,0.38
2623,Hoyts - Bankstown,The Kissing Booth,2018-05-26,18:15,34,175,0.19428571428571428
2624,Hoyts - Bankstown,The Kissing Booth,2018-05-26,20:00,37,200,0.185
2625,Hoyts - Bankstown,The Kissing Booth,2018-05-27,13:45,25,400,0.0625
2626,Hoyts - Bankstown,The Kissing Booth,2018-05-27,18:30,8,375,0.021333333333333333
2627,Hoyts - Bankstown,The Kissing Booth,2018-05-27,19:45,50,200,0.25
2628,Hoyts - Bankstown,The Kissing Booth,2018-05-28,14:30,16,400,0.04
2629,Hoyts - Bankstown,The Kissing Booth,2018-05-28,20:00,36,175,0.2057142857142857
2630,Hoyts - Bankstown,The Kissing Booth,2018-05-28,21:00,69,225,0.30666666666666664
2631,Hoyts - Bankstown,The Kissing Booth,2018-05-29,13:15,45,200,0.225
2632,Hoyts - Bankstown,The Kissing Booth,2018-05-29,15:30,77,225,0.3422222222222222
2633,Hoyts - Bankstown,The Kissing Booth,2018-05-29,19:00,31,175,0.17714285714285713
2634,Hoyts - Bankstown,The Kissing Booth,2018-05-30,13:45,43,200,0.215
2635,Hoyts - Bankstown,The Kissing Booth,2018-05-30,17:30,12,375,0.032
2636,Hoyts - Bankstown,The Kissing Booth,2018-05-30,19:30,40,200,0.2
2637,Hoyts - Bankstown,The Kissing Booth,2018-05-31,13:15,62,225,0.27555555555555555
2638,Hoyts - Bankstown,The Kissing Booth,2018-05-31,14:30,84,225,0.37333333333333335
2639,Hoyts - Bankstown,The Kissing Booth,2018-05-31,19:30,178,325,0.5476923076923077
2640,Hoyts - Bankstown,The Kissing Booth,2018-06-03,13:15,374,400,0.935
2641,Hoyts - Bankstown,The Kissing Booth,2018-06-03,18:30,17,400,0.0425
2642,Hoyts - Bankstown,The Kissing Booth,2018-06-03,19:45,82,225,0.3644444444444445
2643,Hoyts - Bankstown,The Kissing Booth,2018-06-04,13:15,258,375,0.688
2644,Hoyts - Bankstown,The Kissing Booth,2018-06-04,18:30,12,375,0.032
2645,Hoyts - Bankstown,The Kissing Booth,2018-06-04,20:30,130,275,0.4727272727272727
2646,Hoyts - Bankstown,The Kissing Booth,2018-06-05,11:30,53,200,0.265
2647,Hoyts - Bankstown,The Kissing Booth,2018-06-05,13:45,103,250,0.41200000000000003
2648,Hoyts - Bankstown,The Kissing Booth,2018-06-05,18:15,38,200,0.19
2649,Hoyts - Bankstown,The Kissing Booth,2018-06-06,11:30,183,325,0.5630769230769229
2650,Hoyts - Bankstown,The Kissing Booth,2018-06-06,13:15,2,375,0.005333333333333333
2651,Hoyts - Bankstown,The Kissing Booth,2018-06-06,15:30,11,375,0.029333333333333333
2652,Hoyts - Bankstown,The Kissing Booth,2018-06-07,14:30,47,200,0.235
2653,Hoyts - Bankstown,The Kissing Booth,2018-06-07,18:30,327,375,0.872
2654,Hoyts - Bankstown,The Kissing Booth,2018-06-07,19:30,6,375,0.016
2655,Hoyts - Bankstown,The Kissing Booth,2018-06-10,13:15,18,400,0.045
2656,Hoyts - Bankstown,The Kissing Booth,2018-06-10,14:30,54,200,0.27
2657,Hoyts - Bankstown,The Kissing Booth,2018-06-11,12:30,157,300,0.5233333333333333
2658,Hoyts - Bankstown,The Kissing Booth,2018-06-11,18:30,9,375,0.024
2659,Hoyts - Bankstown,The Kissing Booth,2018-06-12,10:30,19,400,0.0475
2660,Hoyts - Bankstown,The Kissing Booth,2018-06-12,21:00,81,225,0.36
2661,Hoyts - Bankstown,Animal World,2018-06-13,13:15,97,250,0.38799999999999996
2662,Hoyts - Bankstown,Animal World,2018-06-13,14:30,57,200,0.285
2663,Hoyts - Bankstown,Animal World,2018-06-13,16:15,12,375,0.032
2664,Hoyts - Bankstown,Animal World,2018-06-13,19:45,57,200,0.285
2665,Hoyts - Bankstown,Animal World,2018-06-14,12:30,104,250,0.41600000000000004
2666,Hoyts - Bankstown,Animal World,2018-06-14,15:30,56,200,0.28
2667,Hoyts - Bankstown,Animal World,2018-06-14,16:15,69,225,0.30666666666666664
2668,Hoyts - Bankstown,Animal World,2018-06-14,19:45,24,400,0.06
2669,Hoyts - Bankstown,Animal World,2018-06-15,14:30,12,375,0.032
2670,Hoyts - Bankstown,Animal World,2018-06-15,18:15,51,200,0.255
2671,Hoyts - Bankstown,Animal World,2018-06-15,19:00,50,200,0.25
2672,Hoyts - Bankstown,Animal World,2018-06-15,20:30,78,225,0.3466666666666667
2673,Hoyts - Bankstown,Animal World,2018-06-16,13:45,125,275,0.4545454545454545
2674,Hoyts - Bankstown,Animal World,2018-06-16,14:45,4,375,0.010666666666666666
2675,Hoyts - Bankstown,Animal World,2018-06-16,18:30,14,375,0.037333333333333336
2676,Hoyts - Bankstown,Animal World,2018-06-16,19:00,35,175,0.2
2677,Hoyts - Bankstown,Animal World,2018-06-17,16:15,9,375,0.024
2678,Hoyts - Bankstown,Animal World,2018-06-17,17:30,2,375,0.005333333333333333
2679,Hoyts - Bankstown,Animal World,2018-06-17,19:00,20,400,0.05
2680,Hoyts - Bankstown,Animal World,2018-06-17,20:30,89,250,0.35600000000000004
2681,Hoyts - Bankstown,Animal World,2018-06-18,14:45,8,375,0.021333333333333333
2682,Hoyts - Bankstown,Animal World,2018-06-18,16:15,198,350,0.5657142857142857
2683,Hoyts - Bankstown,Animal World,2018-06-18,19:00,113,275,0.4109090909090909
2684,Hoyts - Bankstown,Animal World,2018-06-18,20:30,36,175,0.2057142857142857
2685,Hoyts - Bankstown,Animal World,2018-06-19,12:30,7,375,0.018666666666666668
2686,Hoyts - Bankstown,Animal World,2018-06-19,14:45,276,400,0.69
2687,Hoyts - Bankstown,Animal World,2018-06-19,16:15,9,375,0.024
2688,Hoyts - Bankstown,Animal World,2018-06-19,20:30,61,200,0.305
2689,Hoyts - Bankstown,Animal World,2018-06-20,13:45,35,175,0.2
2690,Hoyts - Bankstown,Animal World,2018-06-20,19:30,195,350,0.5571428571428572
2691,Hoyts - Bankstown,Animal World,2018-06-20,19:45,115,275,0.41818181818181815
2692,Hoyts - Bankstown,Animal World,2018-06-21,13:15,91,250,0.364
2693,Hoyts - Bankstown,Animal World,2018-06-21,18:15,42,200,0.21
2694,Hoyts - Bankstown,Animal World,2018-06-21,21:30,9,375,0.024
2695,Hoyts - Bankstown,Animal World,2018-06-22,15:30,32,175,0.18285714285714288
2696,Hoyts - Bankstown,Animal World,2018-06-22,17:30,14,375,0.037333333333333336
2697,Hoyts - Bankstown,Animal World,2018-06-22,21:00,6,375,0.016
2698,Hoyts - Bankstown,Animal World,2018-06-23,13:45,69,225,0.30666666666666664
2699,Hoyts - Bankstown,Animal World,2018-06-23,14:45,15,400,0.0375
2700,Hoyts - Bankstown,Animal World,2018-06-23,20:30,143,300,0.4766666666666667
2701,Hoyts - Bankstown,Animal World,2018-06-24,10:30,87,250,0.348
2702,Hoyts - Bankstown,Animal World,2018-06-24,13:45,104,250,0.41600000000000004
2703,Hoyts - Bankstown,Animal World,2018-06-24,16:15,99,250,0.396
2704,Hoyts - Bankstown,Animal World,2018-06-25,19:00,77,225,0.3422222222222222
2705,Hoyts - Bankstown,Animal World,2018-06-25,20:30,18,400,0.045
2706,Hoyts - Bankstown,Animal World,2018-06-25,21:30,44,200,0.22
2707,Hoyts - Bankstown,Animal World,2018-06-26,18:15,233,375,0.6213333333333333
2708,Hoyts - Bankstown,Animal World,2018-06-26,18:30,94,250,0.376
2709,Hoyts - Bankstown,Animal World,2018-06-26,19:30,9,375,0.024
2710,Hoyts - Bankstown,Animal World,2018-06-29,10:30,53,200,0.265
2711,Hoyts - Bankstown,Animal World,2018-06-29,14:30,22,400,0.055
2712,Hoyts - Bankstown,Animal World,2018-06-29,21:30,142,300,0.4733333333333333
2713,Hoyts - Bankstown,Animal World,2018-06-30,16:15,7,375,0.018666666666666668
2714,Hoyts - Bankstown,Animal World,2018-06-30,18:30,14,375,0.037333333333333336
2715,Hoyts - Bankstown,Animal World,2018-06-30,21:30,9,375,0.024
2716,Hoyts - Bankstown,Animal World,2018-07-01,10:30,8,375,0.021333333333333333
2717,Hoyts - Bankstown,Animal World,2018-07-01,18:30,141,300,0.47
2718,Hoyts - Bankstown,Animal World,2018-07-01,21:30,15,400,0.0375
2719,Hoyts - Bankstown,Animal World,2018-07-02,11:30,178,325,0.5476923076923077
2720,Hoyts - Bankstown,Animal World,2018-07-02,13:45,68,225,0.3022222222222222
2721,Hoyts - Bankstown,Animal World,2018-07-02,20:30,314,375,0.8373333333333334
2722,Hoyts - Bankstown,Animal World,2018-07-03,17:30,17,400,0.0425
2723,Hoyts - Bankstown,Animal World,2018-07-03,18:15,31,175,0.17714285714285713
2724,Hoyts - Bankstown,Animal World,2018-07-03,21:30,41,200,0.205
2725,Hoyts - Bankstown,Animal World,2018-07-05,13:45,33,175,0.18857142857142856
2726,Hoyts - Bankstown,Animal World,2018-07-05,21:00,144,300,0.48
2727,Hoyts - Bankstown,Animal World,2018-07-06,13:45,46,200,0.23
